,,,,,,,,,,
Key: Market,Key: Index (Market Area + Budget),Make and Model,Average Annual Earnings Rounded,Average Annual ROI,Vehicle Value,Annual Loan Cost,Average Annual Earnings Rounded,Vehicle Value Rounded,Loan Cost Rounded,Concat
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Jeep Wrangler Jk,,0.4862,,,7351.63,22325,4946.74,Miami / Fort LauderdaleJeep Wrangler Jk
Houston,Houston$10K to $25K,Kia Sportage,,0.4861,,,7137.63,21676,4802.94,HoustonKia Sportage
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Porsche Panamera,,0.486,,,19892.53,60413,13386.22,Los Angeles / Riverside / Orange CountyPorsche Panamera
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Honda Accord,,0.4858,,,7620.7,23148,5129.1,San Francisco / Oakland / San JoseHonda Accord
Anchorage,Anchorage$40K to $100K,Cadillac Escalade Esv,,0.4853,,,20705.97,62913,13940.17,AnchorageCadillac Escalade Esv
Phoenix,Phoenix$40K to $100K,GMC Yukon Xl,,0.4851,,,17505.37,53196,11787.09,PhoenixGMC Yukon Xl
Denver / Boulder,Denver / Boulder$25K to $40K,Audi S4,,0.4846,,,10596.05,32212,7137.49,Denver / BoulderAudi S4
Chicago,Chicago$10K to $25K,Chevrolet Impala,,0.4845,,,6216.94,18900,4187.83,ChicagoChevrolet Impala
Denver / Boulder,Denver / Boulder$25K to $40K,Chevrolet Colorado,,0.4844,,,8956.18,27230,6033.58,Denver / BoulderChevrolet Colorado
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Dodge Challenger,,0.4839,,,9676.69,29431,6521.28,Los Angeles / Riverside / Orange CountyDodge Challenger
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Volvo Xc60,,0.4837,,,10790.56,32822,7272.65,San Francisco / Oakland / San JoseVolvo Xc60
Atlanta,Atlanta$10K to $25K,Hyundai Sonata,,0.483,,,6346.14,19312,4279.12,AtlantaHyundai Sonata
Orlando,Orlando$40K to $100K,Jaguar F-Type,,0.4829,,,16735.72,50934,11285.88,OrlandoJaguar F-Type
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Buick Encore,,0.4825,,,4755.64,14477,3207.79,Boston / Worcester / LawrenceBuick Encore
Orlando,Orlando$10K to $25K,Mazda Mx-5 Miata Rf,,0.4825,,,8184.98,24917,5521.07,OrlandoMazda Mx-5 Miata Rf
Austin,Austin$25K to $40K,Mercedes-Benz Cla-Class,,0.4825,,,9123.67,27775,6154.34,AustinMercedes-Benz Cla-Class
Tampa,Tampa$25K to $40K,Mercedes-Benz Slc-Class,,0.4825,,,11234.76,34202,7578.43,TampaMercedes-Benz Slc-Class
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,BMW X6,,0.482,,,17589.58,53563,11868.41,Miami / Fort LauderdaleBMW X6
San Diego,San Diego$25K to $40K,Acura Rdx,,0.4817,,,9901.6,30159,6682.59,San DiegoAcura Rdx
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,BMW 4 Series Gran Coupe,,0.4815,,,9238.82,28144,6236.11,Miami / Fort LauderdaleBMW 4 Series Gran Coupe
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Jeep Grand Cherokee L,,0.4815,,,13128.46,39994,8861.81,Boston / Worcester / LawrenceJeep Grand Cherokee L
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Dodge Durango,,0.4812,,,10506.13,32012,7093.17,Los Angeles / Riverside / Orange CountyDodge Durango
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,BMW 4 Series Gran Coupe,,0.4806,,,9233.3,28144,6236.11,Dallas / Fort WorthBMW 4 Series Gran Coupe
National Average,National Average$25K to $40K,Volkswagen Atlas Cross Sport,,0.4804,,,10496.91,32001,7090.73,National AverageVolkswagen Atlas Cross Sport
Austin,Austin$10K to $25K,Hyundai Tucson,,0.4803,,,7202.52,21958,4865.42,AustinHyundai Tucson
Phoenix,Phoenix$25K to $40K,MINI Convertible,,0.4795,,,8524.11,26002,5761.49,PhoenixMINI Convertible
US: Other,US: Other$10K to $25K,Jaguar Xe,,0.4794,,,7468.41,22783,5048.22,US: OtherJaguar Xe
US: Other,US: Other$10K to $25K,Buick Regal Tourx,,0.4793,,,7086.86,21621,4790.75,US: OtherBuick Regal Tourx
US: Other,US: Other$25K to $40K,Kia Telluride,,0.4789,,,11356.56,34655,7678.8,US: OtherKia Telluride
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Honda Cr-V Hybrid,,0.4787,,,10793.74,32943,7299.46,San Francisco / Oakland / San JoseHonda Cr-V Hybrid
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,GMC Yukon,,0.4785,,,17333.97,52910,11723.72,San Francisco / Oakland / San JoseGMC Yukon
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Ford Bronco,,0.4778,,,16940.54,51736,11463.59,San Francisco / Oakland / San JoseFord Bronco
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,BMW 5 Series,,0.4776,,,10563.83,32266,7149.45,Seattle / TacomaBMW 5 Series
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,BMW 8 Series,,0.4773,,,21111.68,64495,14290.71,Miami / Fort LauderdaleBMW 8 Series
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Hyundai Elantra N,,0.4773,,,11176.71,34145,7565.8,Seattle / TacomaHyundai Elantra N
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Porsche 718,,0.4773,,,18287.24,55868,12379.15,San Francisco / Oakland / San JosePorsche 718
National Average,National Average$10K to $25K,Honda Accord,,0.4769,,,7575.2,23148,5129.1,National AverageHonda Accord
Phoenix,Phoenix$25K to $40K,Subaru Ascent,,0.4768,,,9378.74,28662,6350.88,PhoenixSubaru Ascent
Denver / Boulder,Denver / Boulder$25K to $40K,Lexus Is,,0.4768,,,10562.58,32280,7152.56,Denver / BoulderLexus Is
Chicago,Chicago$10K to $25K,Mazda Mazda6,,0.4766,,,6741.53,20605,4565.63,ChicagoMazda Mazda6
Las Vegas,Las Vegas$10K to $25K,GMC Terrain,,0.4761,,,6751.76,20643,4574.05,Las VegasGMC Terrain
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Land Rover Range Rover Velar,,0.476,,,12378.02,37848,8386.3,Miami / Fort LauderdaleLand Rover Range Rover Velar
US: Other,US: Other$25K to $40K,Honda Pilot,,0.4759,,,9431.52,28840,6390.33,US: OtherHonda Pilot
Orlando,Orlando$40K to $100K,Maserati Levante,,0.4757,,,14681.65,44900,9948.88,OrlandoMaserati Levante
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Mazda Cx-3,,0.4757,,,5791.71,17713,3924.82,Miami / Fort LauderdaleMazda Cx-3
San Diego,San Diego$40K to $100K,BMW 7 Series,,0.4756,,,15879.57,48568,10761.63,San DiegoBMW 7 Series
Las Vegas,Las Vegas$25K to $40K,Chevrolet Camaro,,0.4756,,,9250.19,28292,6268.9,Las VegasChevrolet Camaro
US: Other,US: Other$10K to $25K,Cadillac Cts,,0.4754,,,8067.38,24677,5467.89,US: OtherCadillac Cts
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Mitsubishi Outlander,,0.4751,,,6996.52,21406,4743.11,Los Angeles / Riverside / Orange CountyMitsubishi Outlander
Orlando,Orlando$25K to $40K,Jeep Grand Cherokee L,,0.475,,,13070.97,39994,8861.81,OrlandoJeep Grand Cherokee L
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Cadillac Xt4,,0.4748,,,9155.87,28019,6208.41,Dallas / Fort WorthCadillac Xt4
National Average,National Average$25K to $40K,Chevrolet Blazer,,0.4743,,,9509.36,29110,6450.15,National AverageChevrolet Blazer
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Volvo Xc40,,0.4741,,,10213.08,31269,6928.54,Dallas / Fort WorthVolvo Xc40
Denver / Boulder,Denver / Boulder$25K to $40K,Toyota Rav4 Hybrid,,0.474,,,10731.78,32859,7280.85,Denver / BoulderToyota Rav4 Hybrid
US: Other,US: Other$10K to $25K,Cadillac Ats,,0.474,,,7445.11,22796,5051.1,US: OtherCadillac Ats
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Dodge Charger,,0.4737,,,10723.33,32840,7276.64,San Francisco / Oakland / San JoseDodge Charger
San Diego,San Diego$40K to $100K,Chevrolet Suburban,,0.4735,,,15843.88,48528,10752.76,San DiegoChevrolet Suburban
Chicago,Chicago$25K to $40K,Mazda Cx-50,,0.4733,,,11540.07,35349,7832.58,ChicagoMazda Cx-50
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Kia Seltos,,0.472,,,7834.84,24021,5322.54,New York / New Jersey / Long IslandKia Seltos
Tampa,Tampa$10K to $25K,Honda Accord,,0.472,,,7549.98,23148,5129.1,TampaHonda Accord
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Nissan Murano,,0.472,,,6832.08,20947,4641.41,Miami / Fort LauderdaleNissan Murano
Houston,Houston$25K to $40K,Volvo S60,,0.4718,,,8362.77,25643,5681.94,HoustonVolvo S60
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Mazda Cx-50,,0.4717,,,11527.32,35349,7832.58,Dallas / Fort WorthMazda Cx-50
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,BMW Z4,,0.4716,,,14425.69,44241,9802.86,Miami / Fort LauderdaleBMW Z4
Chicago,Chicago$25K to $40K,Lincoln Nautilus,,0.4715,,,9135.86,28020,6208.63,ChicagoLincoln Nautilus
San Diego,San Diego$40K to $100K,Ford Expedition,,0.4714,,,13276.5,40722,9023.12,San DiegoFord Expedition
Houston,Houston$10K to $25K,Hyundai Santa Fe,,0.4713,,,7627.58,23397,5184.27,HoustonHyundai Santa Fe
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Toyota Corolla,,0.4711,,,6110.07,18745,4153.49,Miami / Fort LauderdaleToyota Corolla
Houston,Houston$25K to $40K,Cadillac Ct5,,0.471,,,11340.98,34794,7709.6,HoustonCadillac Ct5
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Nissan Rogue,,0.471,,,7102.13,21790,4828.2,Miami / Fort LauderdaleNissan Rogue
Phoenix,Phoenix$40K to $100K,Ford Bronco,,0.4708,,,16861.13,51736,11463.59,PhoenixFord Bronco
Dallas / Fort Worth,Dallas / Fort Worth$40K to $100K,Chevrolet Tahoe,,0.4708,,,15910.38,48820,10817.46,Dallas / Fort WorthChevrolet Tahoe
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Volkswagen Golf Gti,,0.4702,,,7976.3,24485,5425.35,Miami / Fort LauderdaleVolkswagen Golf Gti
US: Other,US: Other$25K to $40K,Kia Sorento Hybrid,,0.4701,,,11178.5,34317,7603.91,US: OtherKia Sorento Hybrid
National Average,National Average$25K to $40K,Acura Mdx,,0.47,,,10601.2,32546,7211.5,National AverageAcura Mdx
Orlando,Orlando$10K to $25K,Lincoln Mkz,,0.47,,,7204.69,22119,4901.1,OrlandoLincoln Mkz
Houston,Houston$10K to $25K,INFINITI Q50,,0.4697,,,7785.57,23907,5297.28,HoustonINFINITI Q50
Phoenix,Phoenix$25K to $40K,BMW 2 Series Gran Coupe,,0.4695,,,10393.87,31921,7073.01,PhoenixBMW 2 Series Gran Coupe
Denver / Boulder,Denver / Boulder$25K to $40K,Honda Insight,,0.4693,,,8245.14,25326,5611.7,Denver / BoulderHonda Insight
San Diego,San Diego$10K to $25K,Toyota Camry,,0.4692,,,7049.14,21653,4797.84,San DiegoToyota Camry
National Average,National Average$10K to $25K,Cadillac Cts,,0.4688,,,8031.21,24677,5467.89,National AverageCadillac Cts
San Diego,San Diego$25K to $40K,Chevrolet Silverado 1500 Ltd,,0.4687,,,12953.78,39804,8819.71,San DiegoChevrolet Silverado 1500 Ltd
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Hyundai Tucson,,0.4687,,,7145.98,21958,4865.42,New York / New Jersey / Long IslandHyundai Tucson
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,BMW 3 Series,,0.4684,,,8885.65,27309,6051.09,Miami / Fort LauderdaleBMW 3 Series
Tampa,Tampa$25K to $40K,Toyota Rav4,,0.4684,,,8350.98,25666,5687.03,TampaToyota Rav4
Atlanta,Atlanta$25K to $40K,Chevrolet Traverse,,0.4684,,,9222.22,28345,6280.64,AtlantaChevrolet Traverse
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Genesis G70,,0.4682,,,10154.29,31214,6916.35,New York / New Jersey / Long IslandGenesis G70
National Average,National Average$40K to $100K,Ford Expedition,,0.4675,,,13241.07,40722,9023.12,National AverageFord Expedition
National Average,National Average$25K to $40K,Kia K5,,0.4674,,,8548.59,26292,5825.74,National AverageKia K5
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,BMW 8 Series,,0.4672,,,20966.63,64495,14290.71,San Francisco / Oakland / San JoseBMW 8 Series
Atlanta,Atlanta$10K to $25K,Jeep Wrangler Jk Unlimited,,0.4671,,,8117.04,24969,5532.59,AtlantaJeep Wrangler Jk Unlimited
San Diego,San Diego$25K to $40K,Nissan Armada,,0.4667,,,9734.16,29953,6636.94,San DiegoNissan Armada
Orlando,Orlando$10K to $25K,Toyota Corolla Hybrid,,0.4666,,,8023.53,24690,5470.77,OrlandoToyota Corolla Hybrid
National Average,National Average$25K to $40K,Audi A4 Allroad,,0.4663,,,9713.92,29898,6624.76,National AverageAudi A4 Allroad
Phoenix,Phoenix$40K to $100K,Cadillac Escalade Esv,,0.4655,,,20429.7,62913,13940.17,PhoenixCadillac Escalade Esv
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Audi Q5,,0.4655,,,9842.61,30311,6716.27,Boston / Worcester / LawrenceAudi Q5
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Chevrolet Camaro,,0.4654,,,9186.23,28292,6268.9,San Francisco / Oakland / San JoseChevrolet Camaro
Orlando,Orlando$40K to $100K,GMC Yukon,,0.4653,,,17178.98,52910,11723.72,OrlandoGMC Yukon
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Polaris Slingshot,,0.4651,,,7614.82,23456,5197.35,Seattle / TacomaPolaris Slingshot
Tampa,Tampa$25K to $40K,BMW 4 Series Gran Coupe,,0.465,,,9135.75,28144,6236.11,TampaBMW 4 Series Gran Coupe
Las Vegas,Las Vegas$25K to $40K,Lexus Gs,,0.4646,,,10162.71,31315,6938.73,Las VegasLexus Gs
National Average,National Average$40K to $100K,Jeep Gladiator,,0.4641,,,13020.56,40136,8893.28,National AverageJeep Gladiator
National Average,National Average$25K to $40K,Toyota Highlander Hybrid,,0.4638,,,11706.63,36094,7997.66,National AverageToyota Highlander Hybrid
Denver / Boulder,Denver / Boulder$10K to $25K,Ford Fusion Hybrid,,0.4637,,,5868.11,18093,4009.02,Denver / BoulderFord Fusion Hybrid
Tampa,Tampa$25K to $40K,Audi Q5,,0.4636,,,9829.86,30311,6716.27,TampaAudi Q5
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Mazda Mazda3,,0.4636,,,5696.9,17567,3892.47,Seattle / TacomaMazda Mazda3
US: Other,US: Other$25K to $40K,Alfa Romeo Giulia,,0.4632,,,8917.71,27505,6094.52,US: OtherAlfa Romeo Giulia
Tampa,Tampa$25K to $40K,Ford Super Duty F-250,,0.4632,,,12764.53,39370,8723.55,TampaFord Super Duty F-250
San Diego,San Diego$40K to $100K,Genesis Gv80,,0.4632,,,17243.17,53184,11784.43,San DiegoGenesis Gv80
US: Other,US: Other$25K to $40K,BMW 2 Series,,0.463,,,9781.08,30172,6685.47,US: OtherBMW 2 Series
Las Vegas,Las Vegas$25K to $40K,Hyundai Tucson Hybrid,,0.463,,,9654.43,29782,6599.05,Las VegasHyundai Tucson Hybrid
Tampa,Tampa$10K to $25K,Toyota Corolla Hybrid,,0.4623,,,8000.18,24690,5470.77,TampaToyota Corolla Hybrid
Chicago,Chicago$25K to $40K,Ford F-150,,0.4616,,,11250.68,34740,7697.64,ChicagoFord F-150
Phoenix,Phoenix$25K to $40K,INFINITI Qx60,,0.4615,,,8223,25393,5626.54,PhoenixINFINITI Qx60
National Average,National Average$25K to $40K,Alfa Romeo Giulia,,0.4603,,,8899.87,27505,6094.52,National AverageAlfa Romeo Giulia
US: Other,US: Other$25K to $40K,Hyundai Santa Fe Plug-In Hybrid,,0.4603,,,10807.11,33400,7400.72,US: OtherHyundai Santa Fe Plug-In Hybrid
US: Other,US: Other$10K to $25K,Toyota Corolla Hybrid,,0.4603,,,7988.77,24690,5470.77,US: OtherToyota Corolla Hybrid
Phoenix,Phoenix$25K to $40K,BMW 3 Series,,0.4593,,,8830.41,27309,6051.09,PhoenixBMW 3 Series
Denver / Boulder,Denver / Boulder$10K to $25K,Toyota Camry,,0.4592,,,7001.21,21653,4797.84,Denver / BoulderToyota Camry
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Hyundai Elantra Gt,,0.4591,,,4774.38,14767,3272.05,New York / New Jersey / Long IslandHyundai Elantra Gt
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,BMW 4 Series Gran Coupe,,0.4591,,,9099.14,28144,6236.11,New York / New Jersey / Long IslandBMW 4 Series Gran Coupe
Phoenix,Phoenix$25K to $40K,BMW 5 Series,,0.4588,,,10429.29,32266,7149.45,PhoenixBMW 5 Series
Atlanta,Atlanta$10K to $25K,Mercedes-Benz Gla-Class,,0.4586,,,7804.87,24149,5350.9,AtlantaMercedes-Benz Gla-Class
US: Other,US: Other$25K to $40K,Audi A5,,0.4584,,,9631.53,29806,6604.37,US: OtherAudi A5
Atlanta,Atlanta$25K to $40K,Buick Enclave,,0.4583,,,9086.89,28121,6231.01,AtlantaBuick Enclave
US: Other,US: Other$25K to $40K,Land Rover Range Rover Evoque,,0.4582,,,10325.43,31956,7080.76,US: OtherLand Rover Range Rover Evoque
Phoenix,Phoenix$25K to $40K,Genesis G70,,0.4581,,,10084.59,31214,6916.35,PhoenixGenesis G70
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Dodge Challenger,,0.4577,,,9506.11,29431,6521.28,Seattle / TacomaDodge Challenger
Chicago,Chicago$40K to $100K,Chevrolet Tahoe,,0.4576,,,15767.2,48820,10817.46,ChicagoChevrolet Tahoe
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,BMW 5 Series,,0.4575,,,10420.67,32266,7149.45,Dallas / Fort WorthBMW 5 Series
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Mercedes-Benz C-Class,,0.4572,,,10795.36,33433,7408.04,Miami / Fort LauderdaleMercedes-Benz C-Class
Honolulu,Honolulu$25K to $40K,Kia Sportage Hybrid,,0.4572,,,9945.15,30800,6824.62,HonoluluKia Sportage Hybrid
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Nissan Pathfinder,,0.457,,,8065.89,24984,5535.92,New York / New Jersey / Long IslandNissan Pathfinder
Denver / Boulder,Denver / Boulder$25K to $40K,Ram 1500 Classic,,0.4568,,,9749.39,30202,6692.12,Denver / BoulderRam 1500 Classic
Seattle / Tacoma,Seattle / Tacoma$40K to $100K,Land Rover Range Rover Sport,,0.4567,,,18964.18,58752,13018.18,Seattle / TacomaLand Rover Range Rover Sport
US: Other,US: Other$25K to $40K,BMW 3 Series,,0.4565,,,8813.26,27309,6051.09,US: OtherBMW 3 Series
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Kia Soul,,0.4565,,,5561.82,17234,3818.68,Boston / Worcester / LawrenceKia Soul
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Mazda Mx-5 Miata,,0.4558,,,8340.19,25855,5728.91,Los Angeles / Riverside / Orange CountyMazda Mx-5 Miata
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Jeep Grand Cherokee,,0.4554,,,9367.59,29049,6436.63,Boston / Worcester / LawrenceJeep Grand Cherokee
Houston,Houston$10K to $25K,FIAT 124 Spider,,0.4551,,,6934.44,21508,4765.71,HoustonFIAT 124 Spider
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Jeep Renegade,,0.455,,,5692.1,17655,3911.97,Miami / Fort LauderdaleJeep Renegade
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,BMW 4 Series,,0.4549,,,10982.29,34066,7548.29,Boston / Worcester / LawrenceBMW 4 Series
Houston,Houston$25K to $40K,Ford Mustang,,0.4548,,,8245.46,25579,5667.76,HoustonFord Mustang
US: Other,US: Other$25K to $40K,Kia Sportage Hybrid,,0.4546,,,9926.78,30800,6824.62,US: OtherKia Sportage Hybrid
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Mercedes-Benz Cla-Class,,0.4541,,,8949.31,27775,6154.34,Dallas / Fort WorthMercedes-Benz Cla-Class
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Mercedes-Benz A-Class,,0.4539,,,8944.17,27763,6151.68,Seattle / TacomaMercedes-Benz A-Class
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Ford Fusion Hybrid,,0.4539,,,5828.53,18093,4009.02,Miami / Fort LauderdaleFord Fusion Hybrid
Las Vegas,Las Vegas$25K to $40K,Volvo Xc40,,0.4538,,,10073.01,31269,6928.54,Las VegasVolvo Xc40
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Volkswagen Passat,,0.4534,,,6268.14,19464,4312.8,Miami / Fort LauderdaleVolkswagen Passat
Orlando,Orlando$25K to $40K,Kia Carnival,,0.4531,,,12044.93,37409,8289.03,OrlandoKia Carnival
Orlando,Orlando$10K to $25K,Subaru Crosstrek,,0.4527,,,7582.64,23557,5219.73,OrlandoSubaru Crosstrek
National Average,National Average$25K to $40K,Mazda Cx-9,,0.452,,,8757.16,27218,6030.92,National AverageMazda Cx-9
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Mercedes-Benz Glb-Class,,0.4518,,,11702.13,36377,8060.36,Washington DC / BaltimoreMercedes-Benz Glb-Class
National Average,National Average$25K to $40K,Buick Envision,,0.4518,,,8603.9,26746,5926.34,National AverageBuick Envision
San Diego,San Diego$25K to $40K,Audi Sq5,,0.4515,,,12823.98,39872,8834.78,San DiegoAudi Sq5
US: Other,US: Other$25K to $40K,Hyundai Palisade,,0.4514,,,10776.8,33509,7424.88,US: OtherHyundai Palisade
San Diego,San Diego$25K to $40K,Toyota Sienna,,0.4513,,,11144.94,34656,7679.03,San DiegoToyota Sienna
Orlando,Orlando$25K to $40K,INFINITI Qx80,,0.4512,,,12442.82,38697,8574.42,OrlandoINFINITI Qx80
Orlando,Orlando$25K to $40K,Toyota Highlander,,0.4511,,,9693.85,30148,6680.15,OrlandoToyota Highlander
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Mitsubishi Outlander Sport,,0.4511,,,5206.9,16194,3588.24,Seattle / TacomaMitsubishi Outlander Sport
National Average,National Average$10K to $25K,Toyota Corolla Hybrid,,0.4511,,,7938.43,24690,5470.77,National AverageToyota Corolla Hybrid
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Subaru Crosstrek,,0.4505,,,7571.03,23557,5219.73,New York / New Jersey / Long IslandSubaru Crosstrek
National Average,National Average$25K to $40K,Honda Cr-V Hybrid,,0.4505,,,10587.59,32943,7299.46,National AverageHonda Cr-V Hybrid
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Toyota Highlander,,0.4505,,,9689.26,30148,6680.15,San Francisco / Oakland / San JoseToyota Highlander
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Lincoln Navigator L,,0.4502,,,16975.94,52828,11705.55,Miami / Fort LauderdaleLincoln Navigator L
